age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,outcome
43,0.006263763,iPhone,F,1,43358,1,2,8,0
58,0.005969637,iPhone,M,0,86670,2,3,8,0
43,0.004260693,laptop,M,0,58764,2,1,8,0
60,0.005025564,desktop,F,1,87184,1,1,12,1
35,0.004938514,desktop,F,1,64290,1,3,0,0
58,0.005165565,desktop,F,1,75215,2,1,20,1
50,0.00416771,laptop,M,0,66337,2,3,10,0
20,0.004237898,Android,F,1,52888,1,1,2,0
53,0.004168882,other,M,1,85297,2,3,16,0
57,0.003952221,laptop,M,0,84169,2,1,3,0
51,0.003994955,other,M,1,65174,2,1,4,1
19,0.005126894,iPhone,M,1,40123,2,2,0,0
29,0.003356996,laptop,M,1,29960,1,3,6,0
32,0.004835571,desktop,F,0,35341,1,2,7,0
50,0.005130825,other,F,0,51797,1,1,5,0
58,0.006592955,iPhone,F,1,95457,1,1,21,0
48,0.00398365,desktop,M,1,83225,1,1,0,0
53,0.003834114,desktop,M,1,70041,1,3,12,0
24,0.004811088,Android,F,0,39278,2,1,4,0
44,0.004699501,laptop,F,1,45683,1,2,0,0
18,0.00456025,other,F,1,30380,2,2,0,0
21,0.00510099,desktop,F,1,54482,2,3,0,0
59,0.004316205,laptop,M,1,89366,2,1,4,1
41,0.003639337,Android,M,1,64241,1,3,9,0
23,0.003724355,desktop,M,1,25884,2,1,3,0
51,0.004843307,Android,F,0,65688,2,1,17,0
40,0.005039999,laptop,F,1,59192,2,1,2,1
54,0.003788655,laptop,M,1,89834,2,3,12,0
32,0.00338476,other,M,1,41941,2,1,4,0
16,0.004141226,desktop,M,0,26473,2,3,0,1
38,0.003380343,Android,M,0,46195,2,3,8,0
52,0.004400334,laptop,M,0,54692,2,2,7,0
24,0.00631575,iPhone,F,1,63448,2,2,3,0
43,0.005428711,desktop,F,0,57054,1,3,1,0
23,0.004943344,iPhone,M,0,38246,1,2,0,0
42,0.005476294,iPhone,M,0,63051,1,2,4,0
22,0.006215592,iPhone,F,1,41797,1,2,2,0
32,0.004017015,other,M,0,44664,1,3,0,0
33,0.004226576,other,M,0,64735,2,3,7,0
20,0.003830487,laptop,M,0,55823,2,3,2,0
50,0.004579619,laptop,F,0,67792,2,2,3,0
33,0.00545659,iPhone,M,1,58855,1,3,2,0
32,0.004631616,laptop,F,1,60858,1,3,8,0
48,0.003741219,desktop,M,1,86558,2,3,10,0
36,0.003418588,laptop,M,0,47834,1,1,9,0
59,0.003660384,other,M,1,66431,1,2,11,0
21,0.005517504,iPhone,M,1,57388,1,3,2,0
29,0.003869269,other,M,1,62729,1,2,0,0
36,0.004384773,other,F,1,39221,1,3,0,0
57,0.004616958,laptop,F,1,68726,2,1,8,0
40,0.004897503,laptop,F,1,68268,2,3,6,0
19,0.005113591,iPhone,M,1,39627,2,2,1,1
39,0.005172517,laptop,F,1,68531,2,2,9,0
35,0.003480856,laptop,M,1,62862,1,1,0,0
39,0.005226507,iPhone,,1,66442,2,2,2,0
34,0.003568902,Android,M,0,56742,2,1,9,1
19,0.005842156,iPhone,F,0,30462,2,3,0,0
27,0.005033809,other,F,1,35803,2,2,3,0
55,0.005259141,desktop,F,0,73411,1,2,5,0
22,0.004226119,laptop,F,0,25930,2,2,3,0
50,0.005210967,laptop,F,0,81535,2,1,12,0
51,0.005940725,iPhone,M,0,80103,1,1,11,0
16,0.00323614,other,M,1,43852,1,2,0,0
23,0.00357215,laptop,M,0,54373,1,1,1,0
43,0.004780354,laptop,F,1,79313,2,3,7,0
56,0.004683406,laptop,F,0,64383,2,2,9,0
51,0.004541436,Android,F,0,54089,2,3,8,0
43,0.00529987,Android,F,1,52544,2,2,5,1
20,0.005314777,iPhone,M,0,55210,1,1,1,1
47,0.005115065,other,F,0,66232,2,2,7,0
59,0.003969507,desktop,M,0,94317,1,2,17,0
26,0.003866741,desktop,M,0,30408,2,2,0,0
40,0.003786613,Android,,0,42175,2,1,3,0
30,0.00514777,Android,F,1,51693,1,3,3,0
35,0.003824171,laptop,M,0,63871,1,1,6,0
34,0.00675679,iPhone,F,0,50671,2,2,4,0
39,0.004269008,desktop,M,1,74067,2,2,3,0
60,0.005241787,other,F,0,61020,1,2,3,0
57,0.005582492,iPhone,M,1,89921,1,1,14,0
32,0.005204799,laptop,F,1,42158,2,3,8,0
60,0.00543751,other,F,0,68706,2,2,22,0
22,0.004030224,Android,M,1,24387,1,2,1,0
54,0.006871642,iPhone,F,1,67351,2,3,4,0
57,0.006638013,iPhone,F,0,72615,2,3,7,0
22,0.00443009,desktop,F,0,59131,2,1,1,1
27,0.006586214,iPhone,F,0,29934,1,3,0,0
16,0.00454594,desktop,F,0,50211,1,1,0,0
43,0.004101473,desktop,M,1,82116,1,1,13,1
51,0.00432783,desktop,M,1,56479,2,3,17,0
28,0.005177741,Android,F,1,43416,1,2,5,0
34,0.005126169,desktop,F,1,37104,1,3,8,0
33,0.005696355,iPhone,M,1,59782,1,3,4,0
53,0.003987044,desktop,M,1,54107,1,3,6,0
41,0.004789189,Android,F,0,79556,2,1,11,0
20,0.004622082,other,F,1,45554,1,1,2,0
21,0.00491408,Android,F,0,26917,2,1,0,0
30,0.003914119,laptop,M,1,56137,2,1,1,0
53,0.005303006,desktop,F,1,77070,2,3,0,0
28,0.004814296,Android,F,1,52767,1,2,1,1
52,0.00475408,laptop,F,1,86600,2,1,0,1
43,0.003800996,laptop,M,0,45007,2,2,5,0
53,0.004426792,other,M,1,82784,2,1,18,1
17,0.003624552,desktop,M,0,40495,1,1,0,0
56,0.005321052,Android,F,0,56383,1,2,17,0
52,0.004834355,other,F,1,85455,1,1,10,0
23,0.004526798,Android,F,1,54999,2,2,1,0
54,0.004631902,laptop,F,0,72371,1,1,4,0
53,0.005133159,Android,F,1,62234,2,1,5,1
46,0.004726401,other,F,1,70015,1,3,8,0
24,0.00455896,Android,F,0,26973,2,3,3,0
48,0.006690307,iPhone,F,0,48003,1,1,15,0
17,0.006620639,iPhone,F,0,35029,2,1,0,0
45,0.003612955,Android,M,0,77971,1,1,2,0
51,0.005030171,desktop,F,1,82816,2,3,2,0
49,0.005483686,other,F,0,57929,2,1,2,0
20,0.003986301,desktop,M,1,23861,2,3,0,0
51,0.005353841,laptop,F,0,62665,1,1,0,0
22,0.004447413,other,F,0,45771,1,2,0,0
44,0.00501088,iPhone,M,0,74302,1,3,0,0
43,0.004307257,desktop,M,1,48676,1,3,4,0
52,0.004041903,Android,M,1,89190,2,3,4,0
42,0.00587655,iPhone,M,0,60286,2,2,4,0
23,0.003432185,laptop,M,1,54072,1,3,1,0
35,0.003503729,desktop,M,0,37975,1,1,5,1
51,0.00548082,desktop,F,1,64981,1,1,9,0
39,0.004450475,Android,F,1,73730,1,2,6,0
33,0.004319726,other,M,1,47354,2,1,8,0
32,0.005120202,laptop,F,1,52835,1,3,2,0
40,0.004453073,laptop,F,1,61888,1,2,5,0
44,0.004792439,other,F,1,65991,1,3,7,0
39,0.004984067,laptop,F,1,39637,1,1,11,0
50,0.005166082,desktop,F,1,51805,1,2,9,0
54,0.004481404,desktop,M,0,87260,1,1,14,0
22,0.003906738,Android,M,0,25537,2,1,3,0
27,0.004585127,other,F,0,42322,1,3,2,0
33,0.004767737,desktop,F,0,44943,1,3,2,0
36,0.005179508,iPhone,M,1,41173,1,1,0,1
37,0.005003717,Android,F,0,65845,1,3,4,0
55,0.004314985,Android,M,1,61546,2,1,15,1
28,0.004923913,Android,F,0,51996,1,2,5,0
30,0.004072861,other,M,0,49927,1,1,3,0
16,0.005097688,desktop,F,0,24261,1,3,0,0
29,0.003916861,desktop,M,1,48653,2,1,4,1
22,0.004579174,laptop,F,0,57746,2,3,1,0
31,0.004880662,iPhone,M,1,56422,2,3,5,0
19,0.00424879,desktop,F,1,54880,1,2,1,0
50,0.004496116,other,M,1,65835,2,3,1,0
48,0.005561053,iPhone,M,1,68103,1,3,9,0
39,0.005148763,other,F,0,63705,1,1,7,0
26,0.005588442,iPhone,M,1,48802,1,2,5,0
20,0.003383645,Android,M,1,45635,2,1,0,0
22,0.006381491,iPhone,F,1,34240,2,3,0,0
52,0.004535233,Android,F,0,56570,1,1,3,0
18,0.003817207,desktop,M,0,18368,2,3,0,0
50,0.005088386,iPhone,M,1,57644,2,3,4,0
41,0.004367688,laptop,M,1,62922,1,1,4,0
45,0.003537727,Android,M,1,57194,2,3,13,0
53,0.00394908,other,M,1,68746,1,2,7,0
27,0.004456539,other,F,0,61122,1,3,2,0
32,0.003434534,laptop,M,1,61158,1,2,0,0
38,0.004978975,iPhone,M,0,49026,1,1,6,0
54,0.005449861,laptop,F,0,91542,2,1,16,0
16,0.00359653,other,M,1,48973,1,3,0,0
50,0.003667479,laptop,M,1,80831,1,2,14,0
60,0.005134978,desktop,F,0,91375,1,2,7,0
60,0.005079592,laptop,F,0,98134,2,1,16,0
27,0.003438121,desktop,M,1,36050,2,2,4,0
46,0.006496655,iPhone,F,0,65303,1,1,6,0
56,0.003838745,desktop,M,0,74181,1,1,2,0
33,0.005303938,laptop,F,0,60620,1,3,1,0
39,0.005017581,iPhone,,0,39854,1,3,11,0
56,0.00577694,iPhone,M,0,64557,2,1,4,0
47,0.006868511,iPhone,F,1,49715,1,1,6,0
24,0.003437041,desktop,M,0,49943,2,2,2,0
59,0.004987884,other,F,0,82321,1,2,14,0
53,0.006020668,iPhone,M,0,63610,1,3,0,0
21,0.004250877,other,F,1,60853,1,3,1,0
26,0.005081178,Android,F,0,61468,1,1,5,0
20,0.005638886,iPhone,M,1,33305,1,2,0,0
42,0.005388839,Android,F,1,66154,1,1,8,0
42,0.004349862,other,M,1,67821,1,2,11,0
21,0.004988803,desktop,F,1,39804,2,2,2,0
32,0.005004858,other,F,1,44867,1,3,6,0
54,0.003842301,laptop,M,0,54559,1,3,11,0
54,0.00517469,iPhone,M,1,79253,2,1,5,1
23,0.005149635,Android,F,0,32007,1,2,3,0
37,0.003903801,desktop,M,1,39574,1,2,8,0
47,0.00587744,iPhone,,0,67390,2,3,7,0
21,0.006597362,iPhone,F,1,36690,1,2,1,0
34,0.004564913,desktop,F,1,49456,2,1,8,0
32,0.004819508,desktop,F,0,66668,1,1,5,0
17,0.00484514,Android,F,1,53943,2,3,0,1
47,0.004830493,laptop,F,1,60065,2,2,10,0
31,0.005086921,Android,F,1,69970,2,2,6,0
40,0.003743258,Android,M,0,51605,1,2,1,0
39,0.004898046,laptop,F,0,59076,1,3,9,0
37,0.004767075,Android,F,0,61988,1,2,9,0
44,0.004576709,desktop,F,0,62099,1,1,13,0
39,0.005387696,other,F,0,42449,1,2,4,0
32,0.005206131,other,F,0,52757,1,1,4,0
29,0.006751051,iPhone,F,0,35832,2,2,1,0
59,0.004732089,other,F,0,69945,1,1,11,0
23,0.004386418,desktop,F,0,43862,2,2,2,0
39,0.003657059,other,M,1,56023,1,3,7,0
59,0.004459694,other,M,1,69721,1,1,20,0
59,0.005052799,Android,F,0,88144,2,3,7,0
24,0.003243405,other,M,1,54672,2,2,1,0
33,0.004392882,Android,F,0,68193,1,3,7,0
39,0.005246335,desktop,F,1,70709,1,3,2,0
27,0.004889915,iPhone,M,0,39770,2,1,3,1
17,0.006663455,iPhone,F,1,49399,1,1,0,0
18,0.004889187,other,F,0,41007,1,1,1,0
49,0.004833969,laptop,F,1,65130,1,1,15,0
39,0.006529937,iPhone,F,1,48881,1,3,2,0
44,0.003441424,laptop,M,0,55423,1,3,9,0
39,0.003813227,Android,M,1,53852,1,3,2,0
21,0.005186123,other,F,1,57125,2,1,0,0
18,0.003561133,desktop,M,0,31100,2,2,0,1
22,0.006364806,iPhone,F,0,45214,1,2,0,0
51,0.005044132,desktop,F,0,68179,1,3,13,0
32,0.003465149,Android,M,1,40586,1,2,4,0
29,0.005044381,laptop,F,0,35955,1,1,5,0
34,0.003518638,laptop,M,1,46067,2,1,2,0
38,0.006251591,iPhone,F,1,51832,2,1,5,0
19,0.004745422,iPhone,M,1,53837,2,1,0,0
41,0.005139115,iPhone,M,1,61660,1,2,7,1
51,0.005784768,iPhone,M,1,65401,2,1,2,0
27,0.003499239,laptop,M,1,53168,1,3,5,0
46,0.004821532,Android,F,1,48951,1,2,15,0
32,0.004392021,Android,F,0,49541,1,1,6,0
52,0.005096232,Android,F,1,57985,2,2,18,1
40,0.005204854,other,F,0,63445,2,3,7,0
19,0.004166394,desktop,M,1,47481,1,1,0,0
58,0.003729671,desktop,M,0,63885,2,1,21,0
20,0.00473198,other,F,0,50327,1,3,1,0
57,0.004644193,laptop,F,1,71130,1,2,15,0
43,0.003561852,desktop,M,1,55148,1,2,12,0
57,0.005104765,other,F,1,91761,1,3,18,0
46,0.005075288,iPhone,,1,59304,1,2,9,0
21,0.006346934,iPhone,F,1,58894,2,2,2,0
27,0.003339253,desktop,M,0,65410,1,1,0,0
17,0.003649938,Android,M,1,35618,2,2,0,0
19,0.004499187,laptop,F,0,39065,2,1,1,0
58,0.004030139,Android,M,1,96868,2,2,14,1
35,0.003606932,other,M,0,37213,1,2,6,0
37,0.00534026,iPhone,M,0,51456,2,1,5,0
18,0.004259078,laptop,F,1,46926,2,2,1,0
56,0.005754721,iPhone,M,1,59247,2,1,6,1
53,0.006191512,iPhone,F,1,60216,1,3,11,0
26,0.005113325,other,F,1,31135,1,2,1,0
55,0.004963948,laptop,F,1,73461,2,3,11,0
43,0.003737392,Android,M,0,57510,2,2,11,0
32,0.003562458,other,M,0,71810,1,2,3,0
32,0.003583794,Android,M,1,58864,2,3,4,0
49,0.004910128,desktop,F,0,81801,1,1,10,0
54,0.004398134,laptop,M,1,92183,1,3,16,0
33,0.003391204,desktop,M,0,41459,1,1,7,1
27,0.003617748,other,M,0,60985,1,2,2,0
34,0.004377292,other,F,1,42235,2,2,2,0
16,0.0050889,laptop,F,0,41002,2,2,0,0
25,0.00438636,desktop,F,0,31988,1,3,2,0
23,0.004936979,Android,F,0,57653,2,3,2,0
41,0.004380852,other,M,0,69196,2,2,8,0
21,0.004469375,Android,F,0,33396,2,1,1,0
36,0.00391073,desktop,M,1,71523,1,2,3,0
19,0.004723485,iPhone,M,0,27895,1,2,0,0
31,0.004517912,Android,F,0,57645,2,2,4,0
22,0.004961452,other,F,0,55058,1,2,3,0
59,0.005300756,desktop,F,1,79564,1,3,20,0
25,0.006639269,iPhone,F,1,53714,1,2,3,0
20,0.004258445,desktop,F,1,40875,1,2,0,0
30,0.006190843,iPhone,F,1,57664,1,1,4,0
27,0.005764016,iPhone,M,1,61099,1,2,1,0
55,0.004123617,desktop,M,0,81297,1,1,10,0
22,0.005973639,iPhone,F,0,34928,1,1,1,0
45,0.00488754,other,F,1,45701,1,1,5,0
43,0.004603561,Android,F,0,46713,2,2,11,0
57,0.005126129,desktop,F,1,95123,1,1,7,0
32,0.004366667,desktop,F,1,40638,1,1,4,1
50,0.005217699,laptop,F,1,79767,1,2,2,0
26,0.005176292,Android,F,0,53104,1,2,3,0
32,0.00414484,other,,1,53044,1,3,7,0
42,0.005059819,Android,F,0,65577,1,3,6,0
30,0.005955552,iPhone,F,1,41788,2,1,1,0
54,0.005252612,other,F,0,72464,2,3,17,0
48,0.005553403,iPhone,,0,77580,2,1,6,0
20,0.004730916,desktop,F,0,27813,1,1,0,0
48,0.003934415,laptop,M,0,52845,2,1,1,0
19,0.004793569,iPhone,M,1,42102,1,2,0,0
55,0.005543992,iPhone,M,1,62169,2,3,10,0
27,0.003827556,other,M,0,41438,2,1,1,0
27,0.00464568,Android,F,0,34404,2,1,1,0
40,0.004140038,laptop,M,1,52799,2,3,3,0
16,0.004464733,Android,F,0,17213,2,1,0,0
49,0.005294439,desktop,F,1,50363,2,3,14,0
16,0.003349466,laptop,M,1,36527,2,3,0,0
59,0.005224661,laptop,F,1,86992,2,2,12,0
29,0.003742351,other,M,0,41123,2,3,2,0
47,0.005388361,iPhone,M,1,48149,1,2,4,0
41,0.00556412,iPhone,M,1,42820,1,3,2,0
52,0.003738366,desktop,M,0,78903,2,1,10,0
25,0.006418375,iPhone,F,1,55361,2,2,1,0
25,0.004825998,iPhone,M,1,49705,2,1,3,0
58,0.004784763,laptop,F,1,70748,1,3,3,0
22,0.004284232,desktop,F,0,32291,1,3,1,0
57,0.005319183,desktop,F,0,81386,1,1,2,0
48,0.004897156,laptop,F,0,83614,2,3,13,0
47,0.004796717,desktop,F,1,81789,1,2,3,0
51,0.004304612,Android,M,0,53790,2,2,0,0
27,0.005545938,iPhone,M,1,48449,2,2,4,0
40,0.00512422,Android,F,1,68530,2,2,9,0
29,0.005098663,desktop,F,1,57581,1,3,1,0
27,0.004315472,desktop,F,0,31191,1,1,5,0
26,0.004197661,desktop,M,1,57824,1,3,5,1
52,0.004108128,laptop,M,0,78624,2,1,4,0
54,0.005775356,iPhone,M,1,61267,1,3,6,0
17,0.00387623,other,M,0,28016,2,1,0,0
19,0.005233972,iPhone,M,0,31674,1,2,1,0
28,0.003550153,desktop,M,0,39761,2,1,6,0
49,0.005332451,Android,F,0,76389,1,3,5,0
55,0.004247506,desktop,M,0,89995,1,3,12,0
26,0.006642014,iPhone,F,1,39553,1,2,4,0
48,0.005485658,iPhone,M,1,53459,1,3,13,0
56,0.006307832,iPhone,F,0,62865,2,3,14,0
51,0.004301102,desktop,M,1,84150,1,1,4,0
28,0.00401109,desktop,M,0,61298,1,3,6,0
30,0.004008247,laptop,M,1,51323,2,1,7,0
60,0.004022492,other,M,0,62847,2,2,3,0
56,0.003660451,desktop,,1,90252,1,3,17,1
57,0.004014595,laptop,M,1,96760,1,1,14,0
42,0.005273229,Android,F,0,79981,1,2,6,0
57,0.005560676,Android,F,0,58090,2,3,5,0
25,0.003861636,other,M,1,36194,2,2,3,0
38,0.004973177,other,F,0,71241,2,1,4,0
26,0.004888275,laptop,F,1,54518,1,2,5,0
16,0.005928117,iPhone,F,1,45166,2,3,0,0
46,0.00522447,other,F,0,50124,2,3,9,0
52,0.003977284,laptop,M,1,91012,1,2,17,0
59,0.0038658,laptop,M,1,85583,2,2,9,0
48,0.003768975,desktop,M,0,63894,2,3,14,0
45,0.003556818,laptop,M,1,79944,2,1,12,0
40,0.004192335,Android,M,1,40647,1,3,5,0
26,0.006158472,iPhone,F,1,36749,2,1,0,0
45,0.004468078,Android,F,0,49011,2,2,9,0
50,0.004500545,Android,F,0,64512,2,2,3,0
50,0.004051065,Android,M,0,85445,1,3,9,0
55,0.003564569,laptop,M,1,70503,1,2,13,0
44,0.005160204,desktop,F,1,66604,1,1,0,0
59,0.006382784,iPhone,F,1,84388,2,1,11,1
51,0.003958826,other,M,1,79311,1,3,9,0
19,0.004604445,desktop,F,1,29616,1,3,1,0
57,0.006117605,iPhone,F,0,65052,1,1,11,1
33,0.005313948,iPhone,M,1,58781,2,2,0,0
58,0.00395783,Android,M,1,60530,2,2,9,1
24,0.003376927,laptop,M,0,55305,2,2,3,0
43,0.003665912,desktop,M,0,64743,1,1,0,0
56,0.005460767,Android,F,1,87483,1,2,9,0
35,0.003787073,Android,M,1,74372,2,3,3,0
26,0.004229449,Android,M,0,31363,1,1,3,0
34,0.004896357,iPhone,M,1,73055,2,3,2,0
31,0.004233136,desktop,M,1,46520,1,1,7,0
56,0.004096072,other,M,0,73740,2,3,13,0
50,0.003824724,laptop,M,0,86316,2,3,10,0
27,0.004885656,iPhone,M,1,53612,2,1,0,1
48,0.004534739,laptop,F,1,52362,2,2,14,0
19,0.004644108,laptop,F,0,48375,2,2,1,0
33,0.00526836,iPhone,M,1,52501,2,1,2,0
49,0.003949462,desktop,M,1,86426,2,1,9,1
32,0.004830545,desktop,F,1,64003,1,3,3,0
17,0.005043847,laptop,F,0,22449,1,1,0,0
20,0.003706028,other,M,0,51092,1,1,2,0
27,0.003279643,other,M,0,39864,1,2,3,0
51,0.00395517,desktop,M,1,59010,2,1,5,0
35,0.003400003,Android,M,1,68545,1,2,7,0
48,0.004349357,other,M,0,66298,2,2,9,0
47,0.004279072,other,M,0,85829,2,3,5,0
53,0.006634601,iPhone,F,0,91512,1,2,4,0
32,0.004907542,Android,F,1,71950,2,3,0,0
53,0.005084104,desktop,F,0,92031,1,3,17,0
46,0.0035552,laptop,M,0,56729,1,3,10,0
21,0.003599862,Android,M,1,40320,2,3,2,1
48,0.00504104,laptop,F,1,59186,2,3,14,0
39,0.004232587,laptop,M,1,46285,2,2,8,0
19,0.004799203,other,F,0,54311,1,1,1,0
58,0.004487304,laptop,M,0,97874,2,1,6,0
44,0.005355904,Android,F,0,63611,1,2,8,0
32,0.006343072,iPhone,F,1,42477,2,1,7,0
41,0.005438163,iPhone,,0,54757,1,1,0,0
37,0.004356071,desktop,M,1,76960,1,3,3,1
47,0.004100275,laptop,M,0,84542,2,2,0,0
26,0.004407807,laptop,F,0,46684,2,2,2,0
43,0.006674514,iPhone,F,1,63518,1,3,1,0
50,0.004173335,desktop,M,0,58292,2,3,6,0
17,0.005128526,laptop,F,0,33293,1,1,0,1
50,0.003621263,Android,M,0,72908,2,3,10,0
43,0.004227601,laptop,M,0,78062,1,3,13,0
48,0.004692177,Android,F,0,67617,2,1,4,0
45,0.004829115,Android,F,0,58476,1,2,7,0
41,0.005310943,iPhone,M,0,80294,1,2,8,0
31,0.004854553,laptop,F,0,52880,1,2,0,0
43,0.005290774,other,F,0,64909,2,2,1,0
40,0.005189854,laptop,F,0,62722,2,3,5,0
23,0.006568319,iPhone,F,0,31783,2,2,0,0
31,0.004904501,other,F,1,66697,1,2,2,0
57,0.00509124,Android,F,1,68605,1,2,9,0
40,0.004023452,other,M,1,46870,1,2,0,0
60,0.004009595,Android,M,1,79635,1,2,20,0
32,0.003321222,desktop,M,0,67839,1,2,8,0
47,0.006392221,iPhone,F,0,60666,2,1,13,0
48,0.005234978,Android,F,0,82659,2,2,3,0
30,0.003795297,laptop,M,1,57419,1,1,0,0
32,0.005758484,iPhone,M,0,50233,1,3,8,0
48,0.005017638,Android,F,1,69538,2,2,7,0
45,0.004471273,other,F,0,57880,1,2,14,0
43,0.004377111,Android,M,0,62992,2,1,3,0
53,0.0066819,iPhone,F,0,82044,2,3,15,0
38,0.006329507,iPhone,F,0,69122,1,3,4,0
32,0.003513001,laptop,M,0,54879,1,1,1,0
56,0.003908681,laptop,M,1,64732,1,1,12,0
26,0.005484161,iPhone,M,0,28283,1,2,0,0
38,0.00439968,desktop,F,1,42344,1,2,4,0
60,0.003870723,desktop,M,1,70456,2,3,6,0
31,0.004454198,laptop,F,0,40466,2,1,1,0
33,0.005236874,iPhone,M,1,70639,2,1,4,0
27,0.004559613,other,F,0,39158,1,2,1,0
32,0.003355446,desktop,M,0,35382,2,1,8,0
35,0.003824891,desktop,M,1,38293,2,3,3,0
25,0.004844557,desktop,F,1,27083,1,2,0,0
31,0.00371927,desktop,M,1,43883,1,2,5,0
50,0.003559932,other,M,0,51967,2,1,10,0
47,0.003686188,laptop,M,0,77237,2,1,0,0
45,0.003559157,other,M,0,51129,1,1,2,0
50,0.003995614,laptop,M,1,75549,1,3,2,0
27,0.005062347,Android,F,0,53706,2,1,5,0
47,0.003924788,laptop,M,0,47412,1,3,15,0
35,0.005706829,iPhone,M,0,54210,1,2,4,0
24,0.004582321,desktop,F,0,33441,1,2,0,1
29,0.005031908,desktop,F,1,48994,1,1,2,1
44,0.004860666,laptop,F,1,55968,2,1,3,0
56,0.005138903,iPhone,M,1,82802,1,2,15,0
45,0.006534346,iPhone,F,1,68533,1,3,5,0
38,0.005547415,iPhone,M,0,75681,1,2,1,0
36,0.005162334,laptop,F,0,75757,2,1,4,0
42,0.003883609,laptop,M,1,56017,2,2,2,0
19,0.004701172,Android,F,0,20548,2,3,1,0
30,0.004591576,laptop,F,1,62158,1,3,0,0
52,0.004091281,Android,M,0,78454,2,1,1,0
49,0.005530332,iPhone,M,0,67258,1,2,7,0
48,0.003704001,desktop,M,1,55685,2,2,5,0
49,0.004658173,other,F,1,49637,2,2,4,0
26,0.00476149,iPhone,M,0,47551,2,3,2,0
29,0.004666903,desktop,F,0,63012,1,1,4,0
34,0.004343359,laptop,F,1,34316,1,2,9,0
49,0.005069645,desktop,F,0,50516,2,1,0,0
21,0.004911542,iPhone,M,1,53405,1,3,2,0
45,0.003750202,other,M,1,67075,1,3,8,0
21,0.004233058,other,F,1,24320,2,2,0,0
54,0.006763013,iPhone,F,1,60342,1,3,3,0
31,0.004972153,laptop,F,1,37059,1,1,5,0
51,0.004472853,Android,M,1,88573,2,3,4,0
35,0.003553453,Android,M,0,58790,1,1,1,0
31,0.00425345,desktop,M,1,55580,2,2,5,1
54,0.005256114,other,F,1,63717,2,2,14,0
22,0.00513025,Android,F,0,57328,1,3,1,0
60,0.004568146,laptop,M,0,78938,1,1,19,0
25,0.003746881,laptop,M,1,29589,1,1,4,0
60,0.005511586,iPhone,M,1,72625,2,1,20,0
26,0.00341947,desktop,M,0,31714,2,2,2,0
22,0.005158268,desktop,F,0,49438,2,3,0,0
56,0.004225559,Android,M,0,74799,2,3,0,0
41,0.003465381,other,M,0,55356,1,1,2,0
43,0.003952372,desktop,M,1,58879,1,1,8,1
45,0.005517798,iPhone,M,0,53333,1,1,14,0
56,0.004506504,desktop,M,1,73333,2,1,0,1
39,0.003702057,other,M,0,55944,2,2,3,0
18,0.00553213,iPhone,M,1,32336,1,3,1,0
35,0.004356844,laptop,F,1,50505,1,1,5,0
47,0.004819722,other,F,0,62392,2,3,8,0
42,0.004176862,laptop,M,0,62830,2,2,2,0
59,0.003981985,other,M,0,92383,1,2,0,1
42,0.005876393,iPhone,M,1,47019,2,2,4,0
55,0.005023305,laptop,F,1,74231,2,2,19,0
21,0.006122781,iPhone,F,0,23392,1,3,0,0
22,0.004533207,Android,F,1,37420,2,3,1,0
33,0.00348236,Android,M,0,68893,1,2,6,0
23,0.003586917,other,M,0,33723,2,1,2,0
52,0.003621075,Android,M,0,60108,2,1,2,0
55,0.004552521,laptop,F,1,71323,1,1,14,0
58,0.006868955,iPhone,F,1,96453,2,1,21,1
48,0.005281371,laptop,F,0,86449,1,3,8,0
50,0.005316559,Android,F,0,56444,2,2,11,0
18,0.004262262,Android,F,0,36282,1,1,0,0
27,0.004693884,other,F,0,61595,1,1,2,0
31,0.003512636,laptop,M,1,34830,1,1,0,0
19,0.004279465,laptop,F,0,24254,2,1,0,0
33,0.003436938,Android,M,0,48774,1,1,1,0
60,0.005014941,laptop,F,1,96357,1,3,20,0
22,0.004801834,laptop,F,1,28456,2,1,2,1
34,0.003546033,Android,M,1,39048,2,3,1,0
44,0.003462634,laptop,M,1,51823,2,1,11,0
26,0.004020453,other,M,1,65239,1,3,3,0
30,0.004990259,desktop,F,1,66210,2,1,0,0
23,0.005211122,iPhone,M,1,39470,1,1,3,0
23,0.005289658,iPhone,M,0,50474,2,2,3,0
22,0.003685522,laptop,M,0,45061,2,1,2,0
48,0.003693287,Android,M,0,56844,1,1,6,0
41,0.005012465,other,F,0,66195,1,1,0,0
40,0.004200847,other,M,1,65489,2,2,0,0
59,0.005439704,laptop,F,1,96884,2,1,7,0
39,0.005213451,desktop,F,0,58542,2,1,6,0
40,0.004446421,desktop,F,0,63853,2,1,3,0
57,0.006935703,iPhone,F,1,92271,2,1,19,1
52,0.003530219,laptop,M,0,53545,2,2,7,0
22,0.00336736,desktop,M,1,25070,1,3,1,1
39,0.00479428,Android,F,0,58057,2,2,6,0
31,0.00581314,iPhone,F,0,37125,2,3,1,0
17,0.003675564,other,M,0,49150,2,2,0,1
53,0.004850952,other,F,1,75083,2,1,17,0
23,0.004363986,other,F,0,29454,1,3,2,0
53,0.003789597,laptop,M,1,76742,2,3,10,0
40,0.004918861,iPhone,M,0,65123,2,3,11,0
34,0.004481346,Android,F,1,64707,2,2,7,0
38,0.00520691,desktop,F,0,42007,1,2,3,0
